fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,businessName,businessType,businessRegistrationNumber,businessStartDate,businessIncome,businessExpenses,businessAssets,businessLiabilities,loanApproved
Amy Williams,other,1990-06-14,25,610-237-7902x12151,rrodriguez@example.net,469 Soto Ways,South Timothyberg,Connecticut,49496,self-employed,Campbell PLC,45375.97580782616,business,23020.898887980304,27,False,False,False,True,True,"Sullivan, Garza and Glover",sole proprietorship,6b79bb93-0376-4ba9-88ac-884843e57e63,2008-04-10,18396.709798095573,8845.249032916703,21383.37683050264,6714.913583138245,True
Taylor Noble,other,1971-10-24,60,203.625.7407x474,dana36@example.net,2563 Medina Port,West Carolyn,Virginia,08149,self-employed,Sandoval LLC,48854.166994331674,business,98860.21067119233,33,True,True,True,False,True,"Rose, Cox and Baldwin",sole proprietorship,a2176b61-b1d2-44d9-85db-4d29bcbea462,2008-02-26,17596.191252036755,8465.389751457318,15263.358433063577,2066.881399835719,False
Jeffrey Washington,male,1993-01-08,63,(401)853-7529,smithjesse@example.net,287 Taylor Green Apt. 730,Amyland,Connecticut,85531,business owner,"Hoffman, Barber and Mosley",48803.41586822289,business,67790.51158601895,19,True,True,False,False,True,Allen-Chan,corporation,eff8f203-2f94-4b91-a9db-1db22eabfdeb,2012-08-20,14833.95268052214,2382.6893341344203,29007.12991119367,5910.299684800237,False
Sarah Hahn,other,1972-08-26,60,+1-918-821-5523x52593,cortezkatherine@example.net,163 Timothy Curve,East Brad,Rhode Island,33211,salaried,"Gordon, Cruz and Campbell",26124.586447338217,business,44370.10715412714,28,True,False,False,False,True,Bradley Inc,sole proprietorship,2a188863-5397-4bd6-a360-e768db3d71f8,2008-01-11,33790.72363212341,9249.68982054475,26711.90158307268,5784.77123030502,False
Anthony Neal,female,1974-07-24,20,864.428.6322,brobinson@example.net,5116 Jacqueline Mountains Suite 284,Port Kristinebury,Kentucky,77621,business owner,Shelton-Huff,37844.70266584035,business,67731.40146121109,18,True,True,True,False,True,"Griffin, Lewis and Lee",corporation,2f9101b6-c3dd-4cdf-82a0-d37313f2d9d9,2016-01-12,29511.66618541081,19414.176135107627,43322.15656449233,3802.149759591311,True
Amy Williams,female,1958-06-03,41,266-893-9462x84388,jonesgina@example.net,9134 Dean Union,Kevinstad,South Carolina,12719,business owner,Nunez Group,42624.80627441042,business,17799.268954774787,14,False,True,True,True,True,Taylor-Kim,corporation,5832ade6-efa7-496b-917f-0ef9aa91e200,2019-10-11,46746.8720053571,4361.3491896314135,44684.551807528165,2569.288440674834,False
Rachel Mcconnell,female,1964-03-23,37,920.548.1676,smelton@example.net,095 Christina Cliffs Suite 628,New Elizabeth,Tennessee,14116,business owner,Bush-Morgan,48988.06682021119,business,91318.77862707447,16,True,True,True,True,True,Glover PLC,corporation,7498f025-dd9c-46a7-b0d5-414cf0724ad3,2002-11-26,23159.29373652281,19739.36972422785,44918.42694118017,3983.4246403802276,False
Tonya Sampson,other,1955-09-08,19,(225)708-8224x9708,graynatalie@example.org,994 Gates Rue,Ramirezfort,Hawaii,18310,self-employed,Scott-Spears,46736.97875961813,business,15426.35831512022,17,True,False,False,True,True,Foster-Robertson,sole proprietorship,e4ff000d-9eac-496d-aff2-86739416ce9d,2002-03-08,24551.16353332575,4123.152364835132,49827.29295169865,2659.7474705478053,True
Christopher Martinez,female,1979-09-25,50,430.977.3710x401,zperez@example.org,92394 Coleman Corners Apt. 406,Lake Robertburgh,West Virginia,11799,business owner,Logan Inc,45624.83589238305,business,62215.86393756733,14,False,False,False,False,True,Coleman Inc,corporation,3752a9cd-a3d5-4115-8970-35c12d4aa059,2022-05-26,44392.42805918292,19810.907400793374,28319.01640803756,2302.7063742730834,True
Dean Gross,female,1954-03-21,23,(506)272-1704x7907,thomaswhitney@example.org,18056 Angela Lights,East Tracistad,Indiana,50960,salaried,"Smith, Wood and Bowman",20851.616228909617,business,51388.29325040031,34,False,False,True,False,True,Bradley LLC,sole proprietorship,e7e3974c-5a7b-44d5-aa97-5531cfc86e8a,2007-08-30,13961.232713820405,14311.108162888495,20882.504686641714,5721.144579442692,True
Shelby Smith MD,female,1971-04-24,22,278-723-8962x654,lindsey64@example.org,6172 Burton Stream Suite 739,Carlmouth,Pennsylvania,57976,salaried,Kirby-Aguilar,7795.123925649406,business,90544.83001817207,30,True,True,True,True,True,"Nunez, Gonzalez and Huerta",corporation,a80514aa-4750-46ef-9393-3c3393f8ba1e,2020-05-24,41838.6535056481,19559.485563801205,14095.395190810546,9871.211581903946,True
Michael Hickman,female,1970-09-27,23,001-806-264-3418x4993,owhite@example.com,62816 Bruce Plaza Suite 367,North Linda,Oregon,67515,self-employed,Simmons PLC,12618.388657092093,business,49792.77478761733,23,True,False,False,False,True,Miller LLC,sole proprietorship,f824283c-1530-4519-bf5b-82aebadd518e,2000-02-04,34867.80949147964,19568.74203007092,15015.272533500622,4160.306318206465,False
Susan Cruz,female,2006-02-26,26,655.995.5635x615,millerjoshua@example.com,91985 Brown Passage Apt. 241,Colleenberg,Arkansas,03723,self-employed,Jones PLC,33122.36035440044,business,46661.077225247274,15,True,True,True,True,True,Martinez-Allen,sole proprietorship,a9f922db-a25a-42f2-99a0-2e05a9cd3cad,2018-04-23,40871.244387444654,19703.20026371169,32334.765501398182,6028.892124323881,True
Steven Arias,female,1954-01-29,53,583.729.3885,wallsdenise@example.com,61380 Shields Field Suite 102,Dunlapland,Utah,57722,self-employed,Sutton Group,4737.235614577564,business,44439.098617522075,32,True,True,True,False,True,Craig-Mcguire,partnership,015de220-69e7-4ce4-82bd-12a56be43a38,2024-04-30,36332.4556145063,13915.572517783081,21691.206593659903,3602.1187735367857,True
Bradley Rivera,male,1957-04-18,66,(949)674-2686,ecrosby@example.com,8000 Richard Flats Apt. 550,Williamsmouth,California,97155,business owner,Flores-Stone,38389.24719189303,business,24423.780252298086,32,False,False,True,False,True,"Barrett, Stephens and Bennett",corporation,2079c3cd-967c-4f81-8c18-5cbd74fbb835,2015-09-29,42912.405170951984,16650.67999889324,10577.633974770064,7253.616334815772,False
Stephanie Hernandez,female,1954-06-02,60,001-638-275-1623,ifleming@example.org,50307 Morales Shores,Heathermouth,Pennsylvania,73275,business owner,"Thompson, Jordan and Lowe",22484.237477376646,business,72675.09525325938,18,True,False,True,True,True,"Gallagher, Bass and Delgado",sole proprietorship,36cb8177-3e47-4594-91bf-d0e2352f108c,2015-12-12,44788.24802553366,3471.688334040069,43695.1726145549,7722.23577547014,True
David King,male,1984-11-21,52,855-307-4175,katherinebrown@example.com,7068 Ortiz Lodge,East Paulabury,Louisiana,80853,salaried,Watts-Webb,14709.055022473492,business,28251.044265354645,13,False,True,True,False,True,Mclaughlin PLC,partnership,e962b934-da41-41a2-bf5b-f9b95d85b9e4,2016-09-16,10375.617810995853,16473.168984429987,21839.898109448884,3758.419374050562,True
Kristin Watkins,other,1986-06-07,39,+1-949-927-2546,kmartin@example.org,73567 Rosario Islands Suite 273,Weberstad,Michigan,74415,salaried,"Valdez, Nelson and Fisher",19153.650243386794,business,47427.087908667425,28,True,False,False,True,True,"Castillo, Tucker and Rodriguez",sole proprietorship,48377120-2aa6-4500-baad-b6143e95145f,2015-04-04,5945.616986970645,7425.5308404185325,49197.58467075883,6375.908306680427,True
Susan Rivera,other,1953-07-22,36,778.329.9820x0794,kleinbarbara@example.com,35084 Carrillo Stravenue Apt. 106,Robinshire,Colorado,29647,salaried,"Gray, Blevins and Snow",44195.633344233065,business,71026.23783227938,31,False,True,False,False,True,Nelson Inc,corporation,111dc3ea-0edf-40a7-b199-e78e58017d8c,2023-11-09,47573.971347102044,2820.372484050434,14248.316651599918,3806.6008705510885,False
Nathaniel Vincent,other,1981-09-01,63,(292)464-6049,brendawoods@example.org,470 Jensen Path Suite 667,Harrisburgh,New Hampshire,00948,self-employed,Mccann LLC,15421.510949064274,business,12654.922099798838,31,True,False,False,True,True,"Walker, Lopez and Jones",partnership,7c2cf15c-dc60-4236-a245-ffeb0fd1d4ed,2012-07-02,17460.01947022445,6538.065189485119,32797.814789018434,5131.686024542634,False
David Fox,male,2001-02-19,51,393.366.8787,jennabecker@example.org,395 Ramsey Walk,New Christopherchester,Missouri,14616,business owner,"Black, Simmons and Jennings",6587.147002200199,business,27860.176285164096,23,True,True,True,True,True,Rhodes-Henry,partnership,c0bb2285-8117-43cf-ba0c-5e923dc77584,2017-02-13,46837.54797930971,17397.180915684745,33504.12947118745,8208.485162647146,False
Alan Cook,female,1985-07-02,31,818.972.6261,pughrobert@example.net,1643 Torres Wall Suite 914,Deborahborough,New Jersey,11925,salaried,Kim-Conrad,49575.03238788393,business,44664.45313981937,21,False,False,False,False,True,Edwards-Sanchez,partnership,607a26b6-85f9-4402-a33d-cc64b3503e44,2021-04-03,9504.88579386075,19225.555752286127,47523.74851175945,6088.284708743998,True
Kevin Vargas,male,2002-01-14,25,731-426-2713x47532,awilkinson@example.com,537 Weaver Manor,North Johnny,Hawaii,39584,self-employed,Castro-Harper,15724.991048485817,business,98128.47248848839,23,True,True,True,False,True,Phillips-Barnes,partnership,a3e706fd-9bce-4272-a61d-656109b28a52,2002-02-22,22303.119372403067,10667.281414193536,38807.25409471067,4626.780272913884,True
Lindsay Smith,female,1993-10-18,67,(970)258-1434x0475,blackwelljames@example.net,07622 Elizabeth Shores,Warrenchester,Wisconsin,31618,self-employed,"Austin, Parks and Carroll",32643.52656231208,business,26500.194717522307,25,False,False,False,True,True,Garcia LLC,corporation,79c295cf-232c-43b6-92a1-d8e2f5ade896,2012-08-14,12740.348501212899,9927.3628367817,17708.922417053967,6570.462977429642,True
Annette Sanford,female,2004-06-15,60,(981)494-4103,ytaylor@example.org,389 Romero Route Apt. 928,Johnside,Missouri,28624,self-employed,"Nelson, Brown and Powers",34934.06641921296,business,20865.6464921648,31,False,True,False,False,True,Jackson Inc,partnership,20407260-bc0c-45e5-8a88-8235534ff238,2015-10-10,46152.53415352111,7152.476775362201,39960.566397556955,9074.603193687177,False
Troy Leon,other,1999-08-03,53,+1-651-215-4466x0027,amccormick@example.com,58055 Smith Lakes,South Jenniferhaven,Washington,58670,business owner,"Zamora, Castillo and West",32089.43324669796,business,61611.39338451066,14,False,False,True,False,True,Williams Ltd,partnership,e0e2e65a-ea76-40b4-92aa-5c1bd6342a8e,2010-05-09,6508.415344921588,18955.979500858117,42745.66903536246,8734.149662152658,False
Cynthia Martinez,other,1954-01-04,65,3364634475,samuelmoore@example.net,17848 Matthew Cape,Floydbury,West Virginia,28241,self-employed,Williams Group,9267.187943878458,business,15650.74237876029,22,False,False,False,False,True,"Shaw, Collins and Luna",corporation,61797e5c-9255-42a3-bb43-a4e22f9de831,2008-10-30,12368.712946155934,13313.818574470608,38167.686347613664,8933.900905432387,True
Sabrina Fuentes,female,2004-03-17,54,001-253-697-5787x806,gstevens@example.com,260 Ian Well Suite 410,Ginamouth,Vermont,43106,self-employed,Warner-Dixon,31857.95370144715,business,92611.51656881819,31,False,True,True,False,True,Walton-Clark,corporation,aa458af3-9932-4577-9cb8-1ff06b06af9a,2012-01-07,21090.379163523125,10732.4499550502,38826.004581251254,7524.667672547537,True
Katherine Rowe,male,1995-10-07,48,001-665-327-3389,johnsoncynthia@example.com,219 Allen Island,Myersview,California,73297,salaried,"Smith, Gibson and Bailey",46358.32962122398,business,43031.15500293104,14,False,True,True,True,True,Snyder-Moore,partnership,acad4e7c-d7a5-440c-8db2-e12292f5fbef,2017-03-19,45095.01712532059,19624.43006527407,21314.977002741936,1910.9025694696124,True
Larry Gutierrez DVM,other,1985-01-15,39,495.329.2981,nfrench@example.org,7081 Wilson Isle,South Douglasburgh,California,68228,business owner,Hoffman PLC,40330.191595372955,business,90661.68045784331,19,True,False,True,False,True,Edwards-Moore,partnership,8bdd5f5d-ea89-4bbc-9843-53be3848f84c,2009-04-18,27351.535784930187,17265.649755956027,39539.80061232133,6184.45534878559,True
Teresa Sims,female,1963-03-23,19,(291)257-0144x71432,hooveramy@example.com,04961 Michael Dale,North Lauren,South Dakota,75255,business owner,"Murphy, Hudson and Mcclain",22899.996832076347,business,69718.08195398748,30,True,True,True,True,True,Morgan-Sims,sole proprietorship,5a11fe89-8e0f-4aac-a760-336cdb5602d0,2016-08-02,13498.68484172853,6815.733695178152,38574.47387228852,6299.961250632111,True
Tina Rowe,other,2004-07-16,23,439.951.4401,donald96@example.com,6729 Lee Gardens Apt. 783,Cortezberg,Arkansas,74554,self-employed,Johnson LLC,47106.778633153204,business,12120.127749375757,17,True,True,True,False,True,Anderson-Allen,partnership,39b08613-233b-415f-b53f-dcbd587d47ce,2001-01-05,14293.316623163228,18714.228556743485,29848.8157636294,9859.732047985619,False
Patricia English,other,1990-06-05,34,7523201595,christophercarter@example.net,66837 Lynn Road,West Timothymouth,Oklahoma,80104,self-employed,Cortez-Flynn,5495.428002014467,business,26491.501756182835,35,False,True,True,True,True,Perez Group,partnership,a501fd97-c6d3-421c-a2b1-f57baf135a09,2024-05-19,25600.445226239957,5073.275350937674,31919.70211684395,4920.896256416573,True
David Daniels,male,1988-11-05,49,684-637-5605x7640,susanking@example.com,8169 Matthew Summit,Karenhaven,Iowa,08266,self-employed,Bean Ltd,36671.72752063071,business,12543.570394441882,16,False,False,False,False,True,Hill-Romero,partnership,1c9c2679-7e51-4fc0-8f75-a84594f35e29,2001-06-29,22865.05171381831,19629.949790031824,16235.772479588313,2760.6948666978715,False
Jared Ayers,male,1993-02-03,38,+1-372-940-4033x862,thompsonfrancisco@example.net,3317 Harris Wall,Lake Benjaminside,Colorado,44152,self-employed,"Baker, Patterson and Brown",2292.7158021158734,business,63252.31287828219,34,False,False,True,False,True,"Howell, Meyer and Trevino",partnership,9f1f3777-bef0-4330-a30a-e519fba49fb1,2011-03-04,20996.01351558374,9570.859634224902,45842.72198438186,7813.376603141018,True
Joseph Simon,male,1961-12-30,52,001-742-556-6503x811,cwilson@example.net,73438 Benjamin Circle,Barbaramouth,Connecticut,97629,salaried,Salazar-Burch,39056.188214240276,business,62499.352451035214,35,False,False,False,False,True,"Anderson, Vazquez and Miller",sole proprietorship,20858537-0c54-443e-a337-512322cd33f9,2011-04-08,34094.912000245065,8989.151018109917,40294.08385220642,4499.590756173247,False
Jessica West,other,2000-04-02,50,001-650-908-2344,brownbrandon@example.org,1807 Timothy Unions Apt. 377,Ryanside,Georgia,98338,self-employed,Hansen-Wright,39857.55124805662,business,20397.60733397067,26,False,True,True,True,True,Bryan Group,partnership,cd7e19e1-69d2-4b33-9b8f-c2e145bafda7,2016-03-13,18405.332355138613,12914.160369384435,12391.765860221944,4153.902615581956,False
Kyle Johnson,male,1993-05-13,29,001-379-856-5223x08594,hillkimberly@example.net,92005 Dougherty Coves,Sarahberg,Montana,71487,self-employed,"Moon, Lyons and Collins",44610.8473831194,business,19557.343796820063,14,False,False,True,True,True,Barnes LLC,corporation,23f8fd77-6bd5-4bcf-9dc1-642c4a05b26a,2006-01-11,10126.21565570973,12413.026242806684,37371.44622863358,4237.058876345295,False
Victoria Davis,other,2000-10-13,47,+1-609-669-5624,andrea69@example.net,140 Frye Turnpike Suite 274,Holmesville,Michigan,38780,self-employed,Hamilton and Sons,32520.683897525738,business,10439.224796723975,29,True,True,True,False,True,"Gutierrez, Lewis and Brown",partnership,9e492635-cabc-4553-aad3-41122ee8ce97,2005-04-27,37546.62408596735,10159.560740077844,25146.1895870443,9632.241093780198,True
Tiffany Santana,other,1977-08-07,56,+1-561-913-1494x80715,pwall@example.org,8768 Justin Junction Apt. 794,Victoriahaven,Missouri,33624,salaried,Davis-Harding,42828.50088496729,business,61069.75468931896,14,False,True,True,True,True,Perry-Harmon,partnership,db848ab4-26cf-4464-8e53-01485c3d5456,2001-03-11,5167.7942390368235,5198.259284597023,16591.0158092111,5916.997595374298,False
Leonard Haynes,other,2003-12-29,69,001-484-279-7094,dana51@example.com,76766 Diaz Hill Suite 475,Timothyhaven,New Jersey,54699,business owner,Ryan PLC,3571.714735884868,business,49554.9588597753,13,False,False,True,True,True,Hernandez LLC,partnership,1e422ff3-448e-42e2-bdd7-f46c9729a33d,2013-07-26,36910.70799058615,16109.29002721254,10718.670463226845,3948.3632364830064,True
Henry Curtis,female,2000-07-26,24,508-878-8838x9475,nathansalazar@example.org,360 Burton Greens,Pattonmouth,Oklahoma,77288,self-employed,Bowman-Hubbard,38101.585033726784,business,36851.76956927799,35,True,True,True,True,True,Rodriguez Inc,sole proprietorship,55a0b6f4-5e8b-41d6-825b-bd8ce04c0dbb,2018-11-02,47840.610871441815,14131.123283350786,25842.361848830937,7852.701188718633,False
Shelly Douglas,other,1974-07-16,67,(490)579-9716,francishuang@example.org,271 Jackie Field,Courtneyfurt,Tennessee,32669,business owner,"Vasquez, Schultz and Washington",39297.54165136171,business,83301.72746734245,12,False,True,True,True,True,Gonzalez and Sons,partnership,182773fa-e412-4592-ae2d-8d473ebb0d24,2018-02-08,22009.98404436298,9324.60096431567,40131.63341722905,6951.461751975599,False
Erik Briggs,other,2000-11-29,38,8986585427,cynthia79@example.org,76297 Torres Court,Meganview,Arkansas,97860,self-employed,"Baker, Yoder and Moreno",12439.355873265033,business,83794.75023380622,28,True,True,False,False,True,Anderson-Garcia,partnership,619a27e7-4cef-4cda-ad1d-08625cd99abf,2003-03-07,40072.954888087974,5100.471914595155,27969.815800755747,6298.923397508801,True
Judy Acevedo,other,1975-12-04,44,426-581-1502,eddie53@example.com,12354 Donald Plaza Suite 290,West Julie,New Jersey,88561,salaried,Wallace LLC,13049.256655311334,business,31087.04862645209,25,True,True,True,True,True,"Proctor, Curtis and Torres",corporation,569ce1e0-56c4-4791-9053-e9043edc126a,2014-06-20,13962.070564245645,18670.956267763406,22661.02600651559,5156.225304747172,True
Mark Malone,female,1958-11-14,38,001-900-344-8422x600,loridixon@example.com,0122 Veronica Circle,New Kevin,Wyoming,78763,business owner,Day-Stephens,3709.218112732776,business,15717.30935414807,32,False,True,False,False,True,"Brown, Foster and Booth",sole proprietorship,d6dde166-ea21-4c85-933b-e99491b4d055,2007-11-20,28654.592683926352,7987.605119805249,16187.601350060215,9547.60016782645,False
Kelli Sanchez,other,1958-03-04,35,+1-827-988-8243x2346,lgill@example.com,48452 West Creek,Port Jasonland,California,61310,self-employed,Ho-Lopez,17713.493792312052,business,88075.3593832932,29,True,False,False,False,True,Anderson-Perkins,sole proprietorship,684d24f9-7c2e-42da-8846-b50e61f0405c,2011-08-19,8141.209978290364,14509.122820791303,34227.99026403148,5071.428528410471,False
Mr. Mark Henry,other,1970-02-17,61,9028373406,brandon80@example.net,918 Mike Groves Suite 016,Prestonville,Utah,76188,salaried,"Santos, Wilson and Lopez",27108.109382153783,business,50352.53963814454,22,False,True,False,True,True,Johnson-Allen,sole proprietorship,6e6d861b-2333-4fc7-8e3a-bb5fa78e67a5,2005-07-23,43825.829503305045,10891.224411222956,42429.796902098096,3617.687609390853,True
Joseph Perkins,male,1984-12-04,69,(499)666-0568,goldendaniel@example.com,444 Roberto Road,Pamelaburgh,Ohio,25567,salaried,"Garcia, Rodriguez and Jackson",38896.240191356745,business,32327.333232901037,18,True,True,True,True,True,"Murphy, Tate and Whitehead",corporation,e5af4de9-d73a-43c7-b2af-8464cd85afc2,2016-03-23,18377.05454604434,3512.0985330699823,34317.47911078537,8846.829114771124,False
Julie Taylor,other,1969-03-11,28,336-298-9285x34329,yolandaperez@example.org,4187 Manning Light Apt. 654,Gutierrezberg,California,41908,self-employed,"Wagner, Hudson and Johnson",20393.83296632875,business,89981.61925266603,21,True,True,True,True,True,Young Ltd,partnership,75d78ba6-f318-4a63-9f21-1697224e2041,2003-01-18,17288.777700838597,5314.90293585135,45188.5851592506,4884.767312076543,True
Tamara Allen,male,2001-11-30,50,001-719-754-4824x1754,sharpnicholas@example.com,34750 Cohen Falls Apt. 252,Port Timothystad,Colorado,76454,salaried,Murray-Perez,22706.641351216138,business,23177.668296201424,29,False,False,True,False,True,Williams-Bell,partnership,976111a0-ca0e-4659-88aa-20a3cca143de,2019-02-03,47289.89434053541,15044.478775835569,45265.25247179282,7685.22571433807,False
Maria Sims,female,1978-08-02,39,263-295-8800x19395,pattersonkelli@example.com,01306 Marshall Bypass Suite 001,Staffordmouth,Minnesota,78182,self-employed,Gonzalez-Jackson,24679.899003360828,business,28193.56533444063,18,True,False,True,False,True,"Hart, Payne and James",sole proprietorship,47c7a20e-718f-4aaf-a857-1e8eda847422,2020-03-08,10335.240428521945,15648.585067742657,43643.489688418085,7947.862466540263,False
Samantha Carter,male,1953-07-17,54,001-557-735-4885,zwhite@example.com,3459 Austin Valley Suite 105,Robertsborough,Delaware,21662,business owner,Campbell Ltd,16199.60829937417,business,24725.874180800172,29,False,True,False,True,True,"Howard, Mendez and Leonard",corporation,9d5af4d2-a96e-4e47-90d1-50d7c9ce4596,2017-06-07,21950.353154379787,4961.447526344662,21556.804606556776,5926.962834973616,False
Emily Taylor,male,2006-01-01,22,+1-315-387-2056x68448,danielallen@example.com,39920 Watson Ramp Suite 112,Wellshaven,Colorado,54943,self-employed,Duke PLC,32794.30491168215,business,23564.545232365796,20,True,True,True,False,True,Mercer-Taylor,sole proprietorship,7c94d5c5-ebf5-4db4-9174-d6d9c6a19766,2020-08-23,32019.52337526768,16926.40198813907,15622.028571502487,2420.3803013967213,True
Lawrence Johnson,other,1970-07-07,61,647.700.8779x7257,gguzman@example.com,331 Brown Centers Apt. 770,Parkershire,Arkansas,48351,salaried,Morton-Hernandez,30655.848789023556,business,23637.265452609125,25,True,False,True,True,True,Mccoy-Haynes,sole proprietorship,19a30b1d-2e80-4c9f-8370-8b61546efc4c,2003-09-25,39853.951822459705,12114.359019557181,18369.744236560124,6996.3121390670885,False
Karl Mathis,female,1976-10-07,33,340-490-3923x93360,ethanedwards@example.org,88385 James Walks Apt. 425,Olsonchester,Arizona,60726,business owner,Moore Inc,30312.543771453034,business,17381.596321359146,35,False,False,True,False,True,Foster-Chen,sole proprietorship,5cdb0547-826e-4a46-94ab-af9a964265f4,2020-10-20,5660.564509952095,6288.918695382056,37082.66782992226,8155.325510075217,False
Wendy Snyder,female,1955-04-07,49,+1-451-531-6496x71359,nancychavez@example.net,3824 Jacob Point Apt. 628,Herrerastad,Florida,59402,business owner,"Olsen, Mckinney and Matthews",16626.132769103733,business,14995.214453702265,23,False,False,False,True,True,Bautista Group,corporation,91f6d99b-8af6-4bd3-b0ed-4a84b27b9267,2014-06-09,8383.960025462322,6084.946247646574,25730.353169755712,1072.7254487618834,True
Katherine Potter,other,1958-10-15,55,9308038477,andrewbrown@example.org,293 Gail Hills,Victorialand,Washington,65460,self-employed,"Lee, Jones and Fuller",17973.79003956713,business,87903.2467956807,27,False,False,False,True,True,Flores-Davis,partnership,33f5114e-02f8-44b3-8f35-da7a368f8aa6,2002-05-08,47585.11895132034,19135.077632057484,11303.249158350694,8270.709008638954,False
Amanda Castillo,male,1992-03-21,49,866.906.3833x05673,justin85@example.com,19741 Michelle Shoal Suite 268,Lake John,New York,37583,business owner,Petersen-Reyes,19540.62146702538,business,11279.795907641888,32,False,True,False,True,True,Whitaker-Chan,partnership,45172f17-7cc3-4541-ad9a-f6d08d5b0e90,2007-10-22,11147.25445954666,15902.588223971154,34318.87299975107,7682.0142290740505,True
Kelly Lawson,other,1975-02-06,52,9664909013,iingram@example.org,0271 Holt Spring,West Daltonfort,Colorado,36319,salaried,Wood Group,25889.06700396367,business,20732.40065171248,29,False,True,False,True,True,Flores PLC,corporation,eb2b78ed-304e-42a0-afee-7d952399eea7,2003-11-24,48652.11647485041,7035.940771098507,32537.48889972781,8816.805602694434,True
Samuel Watson,male,1960-05-15,69,001-245-393-8068x848,hsmith@example.org,9670 Garcia Path Apt. 804,East Markton,Utah,35326,salaried,Franklin-Smith,11600.031550617194,business,68958.4199540493,26,True,False,False,True,True,Garcia-Smith,corporation,4484dce4-4e32-4109-93af-b2f132ac48a6,2023-12-14,49361.265228653756,5408.396943811804,24414.54951703945,9678.887470374619,False
Sarah Pineda,other,1957-02-23,24,287-419-3260,robinjames@example.com,045 Andrea Green,Taylorfurt,Minnesota,18090,salaried,"Farmer, Morales and Porter",6835.904030621913,business,26352.093703716837,24,False,True,True,True,True,Daniels and Sons,partnership,aefd7e57-f67e-43fa-9d22-d15e06f5b400,2008-10-02,37469.9253340977,5633.856891083737,32776.9997957952,9669.324492562964,False
Michael Moore DDS,other,1981-04-07,27,817.809.0331,rwalls@example.net,8534 Matthew Lodge,Myersfort,Alaska,97033,salaried,Martin-Turner,11915.239016119307,business,44503.679746147776,13,True,False,True,True,True,Williams-Huynh,corporation,33b68866-ba90-45c8-bc18-65bf7b06758e,2007-02-18,38749.301180288065,9524.54317909816,39312.96956065682,7195.503507171364,True
Matthew Flores,female,1990-03-30,30,277-791-9628,angel00@example.net,62690 Caldwell Ford,Lake Derekville,Maryland,86647,business owner,Williams-Hawkins,29113.311309622106,business,12139.698748063485,30,False,True,True,False,True,Hubbard Group,sole proprietorship,90dd79e2-f716-4f9d-8410-5c292dfe3b69,2024-05-15,18373.42612804886,13653.04436455328,20335.20704848082,3435.711275931101,False
Jordan Boyer,female,1966-03-13,21,+1-877-346-4133,amoore@example.net,89987 Salinas Shore,West Christian,Louisiana,47795,salaried,"Davila, Cortez and Alvarez",5821.5004535603275,business,22274.180230501446,12,True,True,False,True,True,"Bailey, Miller and Howard",corporation,312c14b5-14b6-4e24-b051-46bfdad4985c,2013-06-28,5085.797716867324,17767.68719387716,27245.473097131948,3546.2747828159077,True
Dominique Smith,other,1962-08-23,24,781.747.7775x66576,daniel56@example.net,984 Middleton Forges Suite 123,North Rebecca,Minnesota,19638,self-employed,"Nelson, Snyder and Gordon",2144.068380806926,business,21897.688021213762,23,False,False,True,True,True,"Browning, Woods and Morris",partnership,e91e5db9-2ba3-4ef7-a152-ca9e1119c550,2013-11-24,40705.515975700015,19322.509129686274,35356.6025115973,9527.831993305294,True
Andrew Caldwell,female,2000-08-10,51,+1-327-399-0060x8238,nancybrewer@example.org,74914 Jennifer Spur Apt. 289,South Scott,Wyoming,36244,salaried,Johnson-Chavez,15874.280343708742,business,73055.36095179594,20,False,True,True,True,True,Armstrong-Castro,partnership,52b69b15-3227-4eaf-8f97-7a500f9f75f7,2006-05-26,35598.69564826955,7346.9691722445905,20720.516335204476,6201.328157569568,True
James Freeman,female,2002-03-23,38,4336540446,calderonjacob@example.org,728 Matthew Extension Apt. 518,South Jessica,South Carolina,82303,business owner,Anderson Ltd,28233.718037203733,business,81881.16710258019,33,False,True,False,False,True,Garza-Ewing,partnership,25940731-1680-4781-bc06-7f6f0e515753,2010-10-14,11767.48216558704,12008.095676863624,31648.852412170352,9476.872808648848,True
Diane Davis,male,1985-06-29,48,625-526-6836x672,aimee56@example.net,731 David Viaduct,New Jennifer,Iowa,83647,self-employed,Hatfield Inc,42701.23383834249,business,29897.580125909026,13,False,False,False,True,True,Ruiz Inc,sole proprietorship,60ceb7a7-6339-45a2-aeb5-3300893b7ffc,2009-07-18,33680.00428976782,11822.852653644555,32816.51400963065,2202.405133203205,False
Dana Paul,male,1977-01-20,58,001-267-698-3184,sydneyallen@example.org,2441 Jennifer Causeway,Michaelhaven,Colorado,05470,self-employed,Mcdonald-Smith,13109.642768254504,business,48431.21607394368,24,True,True,False,True,True,"Murphy, Gross and Crosby",partnership,d75ea791-85cf-4ff1-a62b-37bcbe451f05,2023-11-16,16461.30334677414,19655.61307350192,34633.62299562853,2258.573576056463,True
